Country,Pollutant,Variable,Year,Unit,Emissions
Czech Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,13.997
Czech Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,13.746
Czech Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,13.937
Czech Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,14.078
Czech Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,13.32
Czech Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,12.343
Czech Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,12.647
Czech Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,12.485
Czech Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,12.077
Czech Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,11.623
Czech Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,11.406
Czech Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,11.528
Czech Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,11.737
Czech Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,11.941
Czech Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,12.251
Czech Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,12.3
Czech Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,11.62
Czech Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,12.069
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,5.929
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,6.499
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,7.091
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,7.852
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,8.28
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,8.907
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,9.543
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,10.039
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,8.264
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,8.845
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,9.416
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,9.636
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,10.098
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,10.272
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,10.374
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,10.485
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,10.521
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,10.73
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,10.906
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,10.935
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,12.109
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,12.606
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,12.725
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,12.935
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,12.734
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,12.664
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,12.628
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,13.024
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,13.311
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,12.818
Korea,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,11.929
France,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,9.239
France,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,9.411
France,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,9.239
France,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,8.776
France,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,8.639
France,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,8.659
France,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,8.814
France,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,8.629
France,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,8.795
France,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,8.592
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,8.689
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,8.501
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,8.226
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,8.136
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,8.056
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,7.993
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,7.771
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,7.594
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,7.475
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,7.275
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,7.259
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,6.82
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,6.737
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,6.731
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,6.276
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,6.368
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,6.49
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,6.68
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,6.364
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,6.26
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,5.568
France,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,5.955
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,6.672
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,5.94
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,5.664
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,5.424
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,5.587
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,5.896
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,5.759
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,5.945
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,6.432
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,7.141
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,7.811
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,7.102
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,7.532
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,8.245
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,7.644
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,8.567
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,7.576
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,7.192
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,6.387
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,6.004
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,5.956
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,6.158
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,6.171
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,6.133
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,5.665
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,6.217
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,6.528
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,9.017
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,6.249
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,5.796
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,5.178
Portugal,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,4.888
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,7.921
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,7.636
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,7.645
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,7.164
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,7.141
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,7.105
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,6.931
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,6.982
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,7.31
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,7.304
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,8.227
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,7.546
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,7.031
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,7.129
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,7.15
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,7.153
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,7.194
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,7.016
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,6.95
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,6.53
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,6.709
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,6.345
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,6.252
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,6.381
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,6.016
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,5.669
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,5.641
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,5.509
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,5.362
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,5.213
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,4.904
Switzerland,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,4.971
Saudi Arabia,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,9.242
Saudi Arabia,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,13.642
Saudi Arabia,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,18.828
Saudi Arabia,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,18.491
Saudi Arabia,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,20.634
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,5.119
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,4.272
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,2.357
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,1.104
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,-0.8
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,-0.905
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,-0.963
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,-0.475
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,-0.294
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,0.913
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,-0.711
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,-0.686
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,0.035
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,0.301
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,1.919
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,2.258
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,2.138
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,2.552
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,2.19
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,3.259
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,4.686
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,4.193
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,3.488
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,4.124
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,6.077
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,5.514
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,4.635
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,3.947
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,5.53
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,4.618
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,5.938
Latvia,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,6.962
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,22.459
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,21.864
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,22.035
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,22.224
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,22.315
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,22.432
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,22.856
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,22.848
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,22.746
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,22.681
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,23.155
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,22.497
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,22.587
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,22.49
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,23.069
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,22.66
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,22.084
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,22.366
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,21.477
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,19.951
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,20.39
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,19.629
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,18.749
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,19.276
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,19.252
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,18.911
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,17.838
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,17.801
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,18.326
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,18.012
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,15.836
United States,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,16.831
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,52.161
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,50.789
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,49.87
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,49.669
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,48.952
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,49.134
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,49.086
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,49.263
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,49.233
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,49.449
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,48.926
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,47.957
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,47.92
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,47.459
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,47.404
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,46.151
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,47.131
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,46.623
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,47.102
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,45.948
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,45.599
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,44.706
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,44.431
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,43.996
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,43.425
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,43.161
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,42.309
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,41.456
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,40.485
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,39.201
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,38.044
Iceland,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,37.743
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,7.208
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,6.345
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,6.297
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,6.432
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,6.553
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,6.907
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,6.908
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,7.088
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,6.828
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,6.489
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,6.315
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,6.923
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,6.49
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,6.475
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,6.611
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,6.706
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,6.767
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,6.668
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,7.139
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,6.036
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,6.164
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,6.162
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,5.873
Slovenia,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,6.35
