Country,Pollutant,Variable,Year,Unit,Emissions
New Zealand,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,11.42
New Zealand,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,10.786
New Zealand,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,11.224
New Zealand,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,11.16
New Zealand,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,11.26
New Zealand,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,10.626
New Zealand,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,10.903
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,9.977
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,9.848
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,9.878
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,9.729
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,9.956
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,10.087
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,10.387
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,10.815
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,11.265
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,11.177
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,11.488
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,11.518
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,11.444
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,11.791
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,11.823
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,12.125
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,11.767
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,12.09
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,11.659
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,10.969
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,10.41
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,10.147
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,9.903
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,9.233
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,9.11
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,8.475
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,8.185
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,8.554
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,8.191
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,7.532
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,6.547
Greece,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,6.757
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,15.251
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,15.661
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,15.569
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,15.486
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,15.441
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,15.356
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,15.948
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,15.325
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,15.244
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,14.349
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,14.138
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,14.107
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,13.87
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,13.87
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,13.902
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,13.507
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,13.17
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,13.031
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,12.973
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,12.561
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,13.201
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,12.315
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,12.029
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,11.948
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,11.414
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,11.772
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,11.73
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,11.446
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,11.081
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,10.672
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,9.661
Netherlands,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,9.779
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,37.285
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,35.958
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,31.854
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,30.356
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,29.82
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,28.56
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,28.659
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,28.38
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,28.178
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,28.684
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,29.763
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,30.436
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,29.88
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,29.993
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,29.341
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,30.545
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,30.648
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,30.802
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,29.66
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,29.085
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,27.839
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,26.59
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,25.472
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,24.261
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,23.676
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,22.712
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,21.185
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,20.722
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,20.583
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,19.943
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,19.236
Australia,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,18.058
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,14.282
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,14.377
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,13.974
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,13.604
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,13.351
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,13.209
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,13.517
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,13.058
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,12.984
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,12.446
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,12.401
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,12.396
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,11.972
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,12.006
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,11.873
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,11.638
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,11.43
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,11.135
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,10.686
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,9.697
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,9.839
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,9.029
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,9.225
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,8.943
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,8.241
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,7.909
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,7.456
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,7.234
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,7.065
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,6.813
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,6.115
United Kingdom,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,6.394
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,6.453
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,6.428
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,6.455
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,6.403
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,6.349
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,6.309
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,6.255
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,6.361
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,6.251
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,6.039
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,5.555
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,5.012
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,4.951
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,5.337
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,5.329
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,5.085
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,5.085
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,5.112
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,4.976
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,4.907
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,5.059
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,5.173
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,5.137
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,4.873
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,4.961
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,4.835
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,5.237
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,5.637
Colombia,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,5.603
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,10.076
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,10.645
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,10.318
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,10.18
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,10.073
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,10.089
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,10.356
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,10.371
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,9.631
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,9.816
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,9.955
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,10.499
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,9.619
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,9.174
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,9.378
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,9.175
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,8.912
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,8.785
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,8.713
Israel,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,8.401
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,9.639
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,8.617
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,8.324
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,8.358
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,9.228
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,8.282
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,9.07
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,9.26
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,8.656
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,8.445
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,7.88
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,7.684
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,7.165
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,6.942
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,7.071
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,7.383
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,6.915
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,7.178
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,6.516
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,5.24
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,6.359
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,5.82
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,6.37
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,6.235
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,6.949
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,7.896
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,7.664
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,7.624
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,7.421
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,6.67
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,5.585
Norway,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,6.177
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,12.157
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,10.254
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,9.012
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,8.386
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,7.976
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,8.146
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,8.113
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,8.104
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,7.764
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,7.679
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,7.331
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,7.908
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,7.563
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2003,Thousands of Kilogram per capita,7.688
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2004,Thousands of Kilogram per capita,7.81
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,8.523
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2006,Thousands of Kilogram per capita,7.899
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2007,Thousands of Kilogram per capita,7.652
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2008,Thousands of Kilogram per capita,7.937
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2009,Thousands of Kilogram per capita,7.176
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,7.467
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2011,Thousands of Kilogram per capita,7.276
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,6.619
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2013,Thousands of Kilogram per capita,6.41
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,6.442
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2015,Thousands of Kilogram per capita,6.474
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2016,Thousands of Kilogram per capita,6.535
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2017,Thousands of Kilogram per capita,6.746
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2018,Thousands of Kilogram per capita,6.889
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2019,Thousands of Kilogram per capita,6.315
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2020,Thousands of Kilogram per capita,5.403
Slovak Republic,Greenhouse gases,Total GHG incl. LULUCF per capita,2021,Thousands of Kilogram per capita,6.168
China,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,2.968
China,Greenhouse gases,Total GHG incl. LULUCF per capita,2005,Thousands of Kilogram per capita,5.447
China,Greenhouse gases,Total GHG incl. LULUCF per capita,2010,Thousands of Kilogram per capita,6.977
China,Greenhouse gases,Total GHG incl. LULUCF per capita,2012,Thousands of Kilogram per capita,8.178
China,Greenhouse gases,Total GHG incl. LULUCF per capita,2014,Thousands of Kilogram per capita,7.993
Costa Rica,Greenhouse gases,Total GHG incl. LULUCF per capita,1990,Thousands of Kilogram per capita,12.313
Costa Rica,Greenhouse gases,Total GHG incl. LULUCF per capita,1991,Thousands of Kilogram per capita,11.694
Costa Rica,Greenhouse gases,Total GHG incl. LULUCF per capita,1992,Thousands of Kilogram per capita,6.868
Costa Rica,Greenhouse gases,Total GHG incl. LULUCF per capita,1993,Thousands of Kilogram per capita,6.42
Costa Rica,Greenhouse gases,Total GHG incl. LULUCF per capita,1994,Thousands of Kilogram per capita,6.381
Costa Rica,Greenhouse gases,Total GHG incl. LULUCF per capita,1995,Thousands of Kilogram per capita,5.863
Costa Rica,Greenhouse gases,Total GHG incl. LULUCF per capita,1996,Thousands of Kilogram per capita,6.029
Costa Rica,Greenhouse gases,Total GHG incl. LULUCF per capita,1997,Thousands of Kilogram per capita,5.822
Costa Rica,Greenhouse gases,Total GHG incl. LULUCF per capita,1998,Thousands of Kilogram per capita,7.643
Costa Rica,Greenhouse gases,Total GHG incl. LULUCF per capita,1999,Thousands of Kilogram per capita,7.229
Costa Rica,Greenhouse gases,Total GHG incl. LULUCF per capita,2000,Thousands of Kilogram per capita,7.128
Costa Rica,Greenhouse gases,Total GHG incl. LULUCF per capita,2001,Thousands of Kilogram per capita,3.921
Costa Rica,Greenhouse gases,Total GHG incl. LULUCF per capita,2002,Thousands of Kilogram per capita,4.015
